video_id,routine,start_idx,end_idx,sequence
P22_116,washing,52,54,"['clean(top:counter)', 'turn-on(tap)', 'rinse(cloth)']"
P22_116,washing,53,55,"['turn-on(tap)', 'rinse(cloth)', 'turn-off(tap)']"
P22_116,washing,54,56,"['rinse(cloth)', 'turn-off(tap)', 'unfold(cloth)']"
P22_116,folding_shaping,55,57,"['turn-off(tap)', 'unfold(cloth)', 'put-down(cloth)']"
P22_116,washing,77,79,"['pick-up(sponge)', 'rinse(sponge)', 'lather(sponge)']"
P22_116,washing,78,80,"['rinse(sponge)', 'lather(sponge)', 'rinse(sponge)']"
P22_116,object_transfer,95,97,"['pick-up(spatula)', 'lather(spatula)', 'put-down(spatula)']"
P22_116,object_transfer,98,100,"['pick-up(glass)', 'lather(glass)', 'put-down(glass)']"
P22_116,object_transfer,99,101,"['lather(glass)', 'put-down(glass)', 'pick-up(glass)']"
P22_116,object_transfer,100,102,"['put-down(glass)', 'pick-up(glass)', 'lather(glass)']"
P22_116,object_transfer,101,103,"['pick-up(glass)', 'lather(glass)', 'put-down(glass)']"
P22_116,object_transfer,104,106,"['pick-up(knife)', 'lather(knife)', 'put-down(knife)']"
P22_116,object_transfer,105,107,"['lather(knife)', 'put-down(knife)', 'take(fork)']"
P22_116,object_transfer,106,108,"['put-down(knife)', 'take(fork)', 'lather(fork)']"
P22_116,object_transfer,107,109,"['take(fork)', 'lather(fork)', 'put-down(fork)']"
P22_116,object_transfer,110,112,"['take(fork)', 'lather(fork)', 'put-down(fork)']"
P22_116,object_transfer,116,118,"['pick-up(spatula)', 'lather(spatula)', 'put-down(spatula)']"
P22_116,object_transfer,119,121,"['pick-up(knife)', 'lather(knife)', 'put-down(knife)']"
P22_116,washing,125,127,"['turn-on(tap)', 'rinse(sponge)', 'turn-off(tap)']"
P22_116,object_transfer,127,129,"['turn-off(tap)', 'lather(plate)', 'put-down(plate)']"
P22_116,object_transfer,136,138,"['pick-up(spoon)', 'lather(spoon)', 'put-down(spoon)']"
P22_116,object_transfer,141,143,"['take(fork)', 'lather(fork)', 'put-down(fork)']"
P22_116,washing,147,149,"['turn-on(tap)', 'rinse(sponge)', 'turn-off(tap)']"
P22_116,washing,165,167,"['pick-up(plate)', 'rinse(plate)', 'put-down(plate)']"
P22_116,washing,174,176,"['pick-up(glass)', 'rinse(glass)', 'put-down(glass)']"
P22_116,washing,175,177,"['rinse(glass)', 'put-down(glass)', 'pick-up(glass)']"
P22_116,washing,176,178,"['put-down(glass)', 'pick-up(glass)', 'rinse(glass)']"
P22_116,washing,177,179,"['pick-up(glass)', 'rinse(glass)', 'put-down(glass)']"
P22_116,washing,180,182,"['pick-up(bowl)', 'rinse(bowl)', 'put-down(bowl)']"
P22_116,washing,186,188,"['pick-up(cutlery)', 'rinse(cutlery)', 'put-down(cutlery)']"
P22_116,washing,187,189,"['rinse(cutlery)', 'put-down(cutlery)', 'rinse(cutlery)']"
P22_116,washing,194,196,"['pick-up(knife)', 'rinse(knife)', 'put-down(knife)']"
P22_116,washing,202,204,"['rinse(sponge)', 'rinse(hand)', 'put-down(sponge)']"
P22_116,washing,205,207,"['pick-up(cloth)', 'rinse(cloth)', 'turn-off(tap)']"
P22_116,washing,206,208,"['rinse(cloth)', 'turn-off(tap)', 'wash(sink)']"
P22_116,washing,214,216,"['rinse(cloth)', 'turn-off(tap)', 'unfold(cloth)']"
P22_116,folding_shaping,215,217,"['turn-off(tap)', 'unfold(cloth)', 'put-down(cloth)']"
P22_116,drying,218,220,"['shake(hand)', 'pick-up(cloth)', 'dry(hand)']"
P22_116,drying,219,221,"['pick-up(cloth)', 'dry(hand)', 'put-down(cloth)']"
P22_117,washing,28,30,"['turn-on(tap)', 'rinse(hand)', 'turn-off(tap)']"
P22_117,washing,29,31,"['rinse(hand)', 'turn-off(tap)', 'shake(hand)']"
P22_117,drying,30,32,"['turn-off(tap)', 'shake(hand)', 'pick-up(cloth)']"
P22_117,drying,31,33,"['shake(hand)', 'pick-up(cloth)', 'dry(hand)']"
P22_117,drying,32,34,"['pick-up(cloth)', 'dry(hand)', 'put-down(cloth)']"
P22_117,drying,33,35,"['dry(hand)', 'put-down(cloth)', 'open(drawer)']"
P22_117,washing,69,71,"['turn-on(tap)', 'pick-up(sponge)', 'rinse(sponge)']"
P22_117,washing,70,72,"['pick-up(sponge)', 'rinse(sponge)', 'lather(sponge)']"
P22_117,washing,71,73,"['rinse(sponge)', 'lather(sponge)', 'rinse(sponge)']"
P22_117,object_transfer,75,77,"['pick-up(spoon)', 'lather(spoon)', 'put-down(spoon)']"
P22_117,washing,102,104,"['pick-up(lid)', 'rinse(lid)', 'put-down(lid)']"
P22_117,washing,112,114,"['pick-up(cutlery)', 'rinse(cutlery)', 'put-down(cutlery)']"
P22_117,drying,115,117,"['turn-off(tap)', 'pick-up(cloth)', 'dry(hand)']"
P22_117,drying,116,118,"['pick-up(cloth)', 'dry(hand)', 'put-down(cloth)']"
P22_117,drying,117,119,"['dry(hand)', 'put-down(cloth)', 'open(drawer)']"
P22_117,cutting,119,121,"['open(drawer)', 'pick-up(board:cutting)', 'put-down(board:cutting)']"
P22_117,washing,154,156,"['close(bag)', 'turn-on(tap)', 'rinse(hand)']"
P22_117,washing,155,157,"['turn-on(tap)', 'rinse(hand)', 'turn-off(tap)']"
P22_117,washing,156,158,"['rinse(hand)', 'turn-off(tap)', 'shake(hand)']"
P22_117,drying,157,159,"['turn-off(tap)', 'shake(hand)', 'pick-up(cloth)']"
P22_117,drying,158,160,"['shake(hand)', 'pick-up(cloth)', 'dry(hand)']"
P22_117,drying,159,161,"['pick-up(cloth)', 'dry(hand)', 'put-down(cloth)']"
P22_117,cutting,186,188,"['cut(courgette)', 'cut(courgette)', 'cut(courgette)']"
P22_117,washing,190,192,"['turn-on(tap)', 'rinse(hand)', 'turn-off(tap)']"
P22_117,washing,191,193,"['rinse(hand)', 'turn-off(tap)', 'shake(hand)']"
P22_117,drying,192,194,"['turn-off(tap)', 'shake(hand)', 'dry(hand)']"
P22_117,pouring,203,205,"['pick-up(oil)', 'open(oil)', 'pour(oil)']"
P22_117,pouring,204,206,"['open(oil)', 'pour(oil)', 'close(bottle:oil)']"
P22_117,pouring,205,207,"['pour(oil)', 'close(bottle:oil)', 'put-down(oil)']"
P22_117,washing,236,238,"['close(bag)', 'turn-on(tap)', 'rinse(hand)']"
P22_117,washing,237,239,"['turn-on(tap)', 'rinse(hand)', 'turn-off(tap)']"
P22_117,washing,238,240,"['rinse(hand)', 'turn-off(tap)', 'shake(hand)']"
P22_117,drying,239,241,"['turn-off(tap)', 'shake(hand)', 'pick-up(cloth)']"
P22_117,drying,240,242,"['shake(hand)', 'pick-up(cloth)', 'dry(hand)']"
P22_117,drying,241,243,"['pick-up(cloth)', 'dry(hand)', 'put-down(cloth)']"
P22_117,drying,242,244,"['dry(hand)', 'put-down(cloth)', 'open(cupboard)']"
P22_117,other,246,248,"['turn-on(tap)', 'fill(glass)', 'turn-off(tap)']"
P22_117,container_usage,250,252,"['open(drawer)', 'pick-up(spatula)', 'close(drawer)']"
P22_117,washing,270,272,"['turn-on(tap)', 'rinse(hand)', 'turn-off(tap)']"
P22_117,washing,271,273,"['rinse(hand)', 'turn-off(tap)', 'shake(hand)']"
P22_117,drying,272,274,"['turn-off(tap)', 'shake(hand)', 'pick-up(cloth)']"
P22_117,drying,273,275,"['shake(hand)', 'pick-up(cloth)', 'dry(hand)']"
P22_117,drying,274,276,"['pick-up(cloth)', 'dry(hand)', 'put-down(cloth)']"
P22_117,container_usage,304,306,"['open(cupboard)', 'put-down(jar)', 'close(cupboard)']"
P22_117,washing,318,320,"['rinse(sponge)', 'lather(sponge)', 'rinse(sponge)']"
P22_117,washing,319,321,"['lather(sponge)', 'rinse(sponge)', 'turn-off(tap)']"
P22_117,washing,337,339,"['put-down(sponge)', 'turn-on(tap)', 'rinse(knife)']"
P22_117,washing,344,346,"['rinse(hand)', 'turn-off(tap)', 'shake(hand)']"
P22_117,drying,345,347,"['turn-off(tap)', 'shake(hand)', 'pick-up(cloth)']"
P22_117,drying,346,348,"['shake(hand)', 'pick-up(cloth)', 'dry(hand)']"
P22_117,drying,347,349,"['pick-up(cloth)', 'dry(hand)', 'put-down(cloth)']"
P22_117,washing,350,352,"['pick-up(cloth)', 'turn-on(tap)', 'rinse(cloth)']"
P22_117,washing,351,353,"['turn-on(tap)', 'rinse(cloth)', 'turn-off(tap)']"
P22_117,washing,352,354,"['rinse(cloth)', 'turn-off(tap)', 'wring(cloth)']"
P22_117,other,358,360,"['turn-on(tap)', 'fill(glass)', 'turn-off(tap)']"
P22_117,container_usage,374,376,"['open(drawer)', 'pick-up(mat:place)', 'close(drawer)']"
P22_117,object_transfer,375,377,"['pick-up(mat:place)', 'close(drawer)', 'put-down(mat:place)']"
P22_117,washing,380,382,"['turn-on(tap)', 'rinse(cloth)', 'turn-off(tap)']"
P22_117,washing,381,383,"['rinse(cloth)', 'turn-off(tap)', 'unfold(cloth)']"
P22_117,folding_shaping,382,384,"['turn-off(tap)', 'unfold(cloth)', 'put-down(cloth)']"
P22_117,washing,384,386,"['put-down(cloth)', 'turn-on(tap)', 'rinse(hand)']"
P22_117,washing,385,387,"['turn-on(tap)', 'rinse(hand)', 'turn-off(tap)']"
P22_117,washing,386,388,"['rinse(hand)', 'turn-off(tap)', 'shake(hand)']"
P22_117,drying,387,389,"['turn-off(tap)', 'shake(hand)', 'pick-up(cloth)']"
P22_117,drying,388,390,"['shake(hand)', 'pick-up(cloth)', 'dry(hand)']"
P22_117,drying,389,391,"['pick-up(cloth)', 'dry(hand)', 'put-down(cloth)']"
P22_117,container_usage,400,402,"['open(cupboard)', 'pick-up(plate)', 'close(cupboard)']"
P22_117,object_transfer,401,403,"['pick-up(plate)', 'close(cupboard)', 'put-down(plate)']"
P22_117,object_transfer,422,424,"['open(cupboard)', 'pick-up(glass)', 'put-down(glass)']"
P22_117,other,435,437,"['turn-on(tap)', 'fill(glass)', 'turn-off(tap)']"
P22_11,object_transfer,36,38,"['pick-up(plate)', 'put-down(plate)', 'pick-up(plate)']"
P22_11,object_transfer,37,39,"['put-down(plate)', 'pick-up(plate)', 'put-down(plate)']"
P22_11,object_transfer,51,53,"['put-down(bowl)', 'pick-up(bowl)', 'put-down(bowl)']"
P22_11,object_transfer,52,54,"['pick-up(bowl)', 'put-down(bowl)', 'pick-up(bowl)']"
P22_11,object_transfer,53,55,"['put-down(bowl)', 'pick-up(bowl)', 'put-down(bowl)']"
P22_11,cutting,58,60,"['open(drawer)', 'put-down(board:cutting)', 'close(drawer)']"
P22_11,object_transfer,149,151,"['pick-up(glass)', 'lather(glass)', 'put-down(glass)']"
P22_11,washing,189,191,"['rinse(hand)', 'turn-off(tap)', 'shake(hand)']"
P22_11,drying,190,192,"['turn-off(tap)', 'shake(hand)', 'dry(hand)']"
P22_12,drying,19,21,"['dry(hand)', 'put-down(cloth)', 'open(drawer)']"
P22_12,peeling,23,25,"['peel(peach)', 'peel(peach)', 'peel(peach)']"
P22_12,peeling,24,26,"['peel(peach)', 'peel(peach)', 'peel(peach)']"
P22_12,peeling,36,38,"['peel(peach)', 'peel(peach)', 'peel(peach)']"
P22_12,peeling,37,39,"['peel(peach)', 'peel(peach)', 'peel(peach)']"
P22_12,peeling,38,40,"['peel(peach)', 'peel(peach)', 'peel(peach)']"
P22_12,peeling,39,41,"['peel(peach)', 'peel(peach)', 'peel(peach)']"
P22_12,washing,48,50,"['turn-on(tap)', 'rinse(hand)', 'turn-off(tap)']"
P22_12,washing,49,51,"['rinse(hand)', 'turn-off(tap)', 'shake(hand)']"
P22_12,drying,50,52,"['turn-off(tap)', 'shake(hand)', 'dry(hand)']"
P22_12,drying,51,53,"['shake(hand)', 'dry(hand)', 'put-down(cloth)']"
P22_12,drying,52,54,"['dry(hand)', 'put-down(cloth)', 'open(drawer)']"
P22_12,container_usage,54,56,"['open(drawer)', 'take(knife)', 'close(drawer)']"
P22_12,cutting,59,61,"['cut(peach)', 'remove(peach)', 'put-down(peach)']"
P22_12,cutting,64,66,"['cut(peach)', 'remove(peach)', 'put-down(peach)']"
P22_12,cutting,75,77,"['cut(peach)', 'cut(peach)', 'remove(peach)']"
P22_12,cutting,89,91,"['cut(peach)', 'cut(peach)', 'remove(peach)']"
P22_12,cutting,106,108,"['cut(peach)', 'cut(peach)', 'remove(peach)']"
P22_12,cutting,112,114,"['cut(peach)', 'remove(peach)', 'put-down(peach)']"
P22_12,washing,125,127,"['turn-on(tap)', 'rinse(hand)', 'turn-off(tap)']"
P22_12,washing,126,128,"['rinse(hand)', 'turn-off(tap)', 'shake(hand)']"
P22_12,drying,127,129,"['turn-off(tap)', 'shake(hand)', 'dry(hand)']"
P22_12,washing,133,135,"['turn-on(tap)', 'rinse(plate)', 'turn-off(tap)']"
P22_12,washing,149,151,"['turn-on(tap)', 'rinse(hand)', 'turn-off(tap)']"
P22_12,washing,150,152,"['rinse(hand)', 'turn-off(tap)', 'shake(hand)']"
P22_12,drying,151,153,"['turn-off(tap)', 'shake(hand)', 'dry(hand)']"
P22_12,container_usage,173,175,"['open(drawer)', 'pick-up(knife)', 'close(drawer)']"
P22_12,cleaning,193,195,"['spray(detergent)', 'clean(table)', 'spray(detergent)']"
P22_12,cleaning,203,205,"['spray(detergent)', 'clean(table)', 'spray(detergent)']"
P22_12,cleaning,204,206,"['clean(table)', 'spray(detergent)', 'clean(table)']"
P22_12,cleaning,215,217,"['spray(detergent)', 'clean(table)', 'spray(detergent)']"
P22_12,cleaning,216,218,"['clean(table)', 'spray(detergent)', 'clean(table)']"
P22_12,washing,233,235,"['wash(hand)', 'rinse(hand)', 'turn-off(tap)']"
P22_12,washing,234,236,"['rinse(hand)', 'turn-off(tap)', 'shake(hand)']"
P22_12,drying,235,237,"['turn-off(tap)', 'shake(hand)', 'dry(hand)']"
P22_12,drying,236,238,"['shake(hand)', 'dry(hand)', 'put-down(cloth)']"
P22_13,object_transfer,45,47,"['pick-up(knife)', 'lather(knife)', 'put-down(knife)']"
P22_13,washing,55,57,"['turn-on(tap)', 'rinse(cloth)', 'turn-off(tap)']"
P22_13,washing,56,58,"['rinse(cloth)', 'turn-off(tap)', 'put-down(cloth)']"
P22_13,washing,59,61,"['rinse(sponge)', 'put-down(sponge)', 'rinse(hand)']"
P22_13,washing,77,79,"['pick-up(knife)', 'rinse(knife)', 'put-down(knife)']"
P22_13,washing,83,85,"['pick-up(knife)', 'rinse(knife)', 'put-down(knife)']"
P22_13,washing,86,88,"['rinse(hand)', 'turn-off(tap)', 'dry(hand)']"
P22_13,drying,87,89,"['turn-off(tap)', 'dry(hand)', 'put-down(cloth)']"
P22_13,cleaning,127,129,"['spray(detergent)', 'clean(table)', 'spray(detergent)']"
P22_13,cleaning,128,130,"['clean(table)', 'spray(detergent)', 'clean(table)']"
P22_13,cleaning,129,131,"['spray(detergent)', 'clean(table)', 'spray(detergent)']"
P22_13,cleaning,130,132,"['clean(table)', 'spray(detergent)', 'clean(table)']"
P22_13,cleaning,138,140,"['clean(hob)', 'clean(hob)', 'turn-on(tap)']"
P22_13,object_transfer,177,179,"['pick-up(plate)', 'lather(plate)', 'put-down(plate)']"
P22_13,object_transfer,187,189,"['pick-up(fork)', 'lather(fork)', 'put-down(fork)']"
P22_13,washing,197,199,"['rinse(plate)', 'put-down(plate)', 'rinse(plate)']"
P22_13,washing,198,200,"['put-down(plate)', 'rinse(plate)', 'put-down(plate)']"
P22_13,washing,199,201,"['rinse(plate)', 'put-down(plate)', 'pick-up(plate)']"
P22_13,washing,200,202,"['put-down(plate)', 'pick-up(plate)', 'rinse(plate)']"
P22_13,washing,201,203,"['pick-up(plate)', 'rinse(plate)', 'put-down(plate)']"
P22_13,washing,205,207,"['rinse(sponge)', 'put-down(sponge)', 'rinse(hand)']"
P22_13,washing,207,209,"['rinse(hand)', 'pick-up(cloth)', 'rinse(cloth)']"
P22_13,washing,208,210,"['pick-up(cloth)', 'rinse(cloth)', 'clean(sink)']"
P22_13,washing,209,211,"['rinse(cloth)', 'clean(sink)', 'rinse(cloth)']"
P22_13,washing,211,213,"['rinse(cloth)', 'clean(sink)', 'turn-off(tap)']"
P22_13,washing,222,224,"['rinse(hand)', 'turn-off(tap)', 'shake(hand)']"
P22_13,drying,223,225,"['turn-off(tap)', 'shake(hand)', 'dry(hand)']"
P22_13,drying,224,226,"['shake(hand)', 'dry(hand)', 'put-down(cloth)']"
P22_13,drying,243,245,"['shake(hand)', 'dry(hand)', 'put-down(cloth)']"
P22_14,washing,82,84,"['turn-on(tap)', 'rinse(hand)', 'pick-up(sponge)']"
P22_14,washing,83,85,"['rinse(hand)', 'pick-up(sponge)', 'rinse(sponge)']"
P22_14,object_transfer,93,95,"['pick-up(fork)', 'lather(fork)', 'put-down(fork)']"
P22_14,object_transfer,94,96,"['lather(fork)', 'put-down(fork)', 'pick-up(knife)']"
P22_14,object_transfer,95,97,"['put-down(fork)', 'pick-up(knife)', 'lather(knife)']"
P22_14,object_transfer,96,98,"['pick-up(knife)', 'lather(knife)', 'put-down(knife)']"
P22_14,object_transfer,102,104,"['pick-up(fork)', 'lather(fork)', 'put-down(fork)']"
P22_14,object_transfer,103,105,"['lather(fork)', 'put-down(fork)', 'pick-up(knife)']"
P22_14,object_transfer,104,106,"['put-down(fork)', 'pick-up(knife)', 'lather(knife)']"
P22_14,object_transfer,105,107,"['pick-up(knife)', 'lather(knife)', 'put-down(knife)']"
P22_14,object_transfer,107,109,"['put-down(knife)', 'pick-up(knife)', 'lather(knife)']"
P22_14,object_transfer,108,110,"['pick-up(knife)', 'lather(knife)', 'put-down(knife)']"
P22_14,object_transfer,113,115,"['pick-up(plate)', 'lather(plate)', 'put-down(plate)']"
P22_14,washing,136,138,"['lather(knife)', 'rinse(knife)', 'put-down(knife)']"
P22_14,washing,199,201,"['turn-on(tap)', 'rinse(hand)', 'turn-off(tap)']"
P22_14,washing,219,221,"['turn-on(tap)', 'rinse(hand)', 'turn-off(tap)']"
P22_14,washing,220,222,"['rinse(hand)', 'turn-off(tap)', 'pick-up(cloth)']"
P22_14,drying,221,223,"['turn-off(tap)', 'pick-up(cloth)', 'dry(hand)']"
P22_14,container_usage,247,249,"['open(drawer)', 'pick-up(teaspoon)', 'close(drawer)']"
P22_15,object_transfer,24,26,"['pick-up(plate)', 'put-down(plate)', 'pick-up(plate)']"
P22_15,object_transfer,25,27,"['put-down(plate)', 'pick-up(plate)', 'put-down(plate)']"
P22_15,object_transfer,102,104,"['put-down(glass)', 'pick-up(bowl)', 'put-down(bowl)']"
P22_15,object_transfer,103,105,"['pick-up(bowl)', 'put-down(bowl)', 'pick-up(bowl)']"
P22_15,object_transfer,104,106,"['put-down(bowl)', 'pick-up(bowl)', 'put-down(bowl)']"
P22_15,washing,186,188,"['rinse(glass)', 'put-down(glass)', 'rinse(glass)']"
P22_15,washing,187,189,"['put-down(glass)', 'rinse(glass)', 'put-down(glass)']"
P22_15,washing,188,190,"['rinse(glass)', 'put-down(glass)', 'turn-off(tap)']"
P22_15,washing,199,201,"['close(can:trash)', 'turn-on(tap)', 'rinse(hand)']"
P22_15,washing,208,210,"['rinse(cloth)', 'clean(sink)', 'turn-off(tap)']"
P22_15,container_usage,237,239,"['open(drawer)', 'close(drawer)', 'open(drawer)']"
P22_15,washing,266,268,"['rinse(spoon)', 'turn-off(tap)', 'put-down(spoon)']"
P22_16,washing,35,37,"['turn-on(tap)', 'rinse(hand)', 'turn-off(tap)']"
P22_16,washing,36,38,"['rinse(hand)', 'turn-off(tap)', 'shake(hand)']"
P22_16,drying,37,39,"['turn-off(tap)', 'shake(hand)', 'pick-up(cloth)']"
P22_16,drying,38,40,"['shake(hand)', 'pick-up(cloth)', 'dry(hand)']"
P22_16,drying,39,41,"['pick-up(cloth)', 'dry(hand)', 'put-down(cloth)']"
P22_16,container_usage,49,51,"['close(drawer)', 'open(drawer)', 'close(drawer)']"
P22_16,container_usage,50,52,"['open(drawer)', 'close(drawer)', 'open(drawer)']"
P22_16,container_usage,51,53,"['close(drawer)', 'open(drawer)', 'close(drawer)']"
P22_16,container_usage,52,54,"['open(drawer)', 'close(drawer)', 'open(drawer)']"
P22_16,cutting,71,73,"['open(drawer)', 'pick-up(board:cutting)', 'put-down(board:cutting)']"
P22_16,washing,104,106,"['turn-on(tap)', 'rinse(hand)', 'turn-off(tap)']"
P22_16,washing,105,107,"['rinse(hand)', 'turn-off(tap)', 'shake(hand)']"
P22_16,drying,106,108,"['turn-off(tap)', 'shake(hand)', 'dry(hand)']"
P22_16,peeling,129,131,"['peel(onion)', 'peel(onion)', 'peel(onion)']"
P22_16,cutting,145,147,"['slice(onion)', 'slice(onion)', 'slice(onion)']"
P22_16,cutting,160,162,"['slice(tomato)', 'slice(tomato)', 'slice(tomato)']"
P22_16,cutting,172,174,"['cut(tomato)', 'cut(tomato)', 'cut(tomato)']"
P22_16,cutting,310,312,"['cut(lettuce)', 'cut(lettuce)', 'cut(lettuce)']"
P22_16,cutting,317,319,"['cut(lettuce)', 'cut(lettuce)', 'cut(lettuce)']"
P22_16,cutting,318,320,"['cut(lettuce)', 'cut(lettuce)', 'cut(lettuce)']"
P22_16,cutting,319,321,"['cut(lettuce)', 'cut(lettuce)', 'cut(lettuce)']"
P22_16,washing,328,330,"['close(can:trash)', 'turn-on(tap)', 'rinse(hand)']"
P22_16,cutting,347,349,"['slice(tomato)', 'slice(tomato)', 'slice(tomato)']"
P22_16,object_transfer,354,356,"['pick-up(tomato)', 'put(tomato)', 'pick-up(tomato)']"
P22_16,object_transfer,355,357,"['put(tomato)', 'pick-up(tomato)', 'put(tomato)']"
P22_16,washing,420,422,"['turn-on(tap)', 'wash(hand)', 'turn-off(tap)']"
P22_16,drying,422,424,"['turn-off(tap)', 'pick-up(cloth)', 'dry(hand)']"
P22_16,object_transfer,478,480,"['pick-up(mixture)', 'put-down(mixture)', 'pick-up(mixture)']"
P22_16,object_transfer,479,481,"['put-down(mixture)', 'pick-up(mixture)', 'put-down(mixture)']"
P22_16,object_transfer,480,482,"['pick-up(mixture)', 'put-down(mixture)', 'pick-up(mixture)']"
P22_16,object_transfer,481,483,"['put-down(mixture)', 'pick-up(mixture)', 'put-down(mixture)']"
P22_16,object_transfer,482,484,"['pick-up(mixture)', 'put-down(mixture)', 'pick-up(mixture)']"
P22_16,object_transfer,483,485,"['put-down(mixture)', 'pick-up(mixture)', 'put-down(mixture)']"
P22_16,object_transfer,484,486,"['pick-up(mixture)', 'put-down(mixture)', 'pick-up(mixture)']"
P22_16,object_transfer,485,487,"['put-down(mixture)', 'pick-up(mixture)', 'put-down(mixture)']"
P22_16,object_transfer,486,488,"['pick-up(mixture)', 'put-down(mixture)', 'pick-up(mixture)']"
P22_16,object_transfer,487,489,"['put-down(mixture)', 'pick-up(mixture)', 'put-down(mixture)']"
P22_16,object_transfer,488,490,"['pick-up(mixture)', 'put-down(mixture)', 'pick-up(mixture)']"
P22_16,object_transfer,489,491,"['put-down(mixture)', 'pick-up(mixture)', 'put-down(mixture)']"
P22_16,object_transfer,500,502,"['pick-up(plate)', 'put-down(plate)', 'pick-up(plate)']"
P22_16,object_transfer,501,503,"['put-down(plate)', 'pick-up(plate)', 'put-down(plate)']"
P22_17,washing,0,2,"['turn-on(tap)', 'rinse(hand)', 'pick-up(sponge)']"
P22_17,washing,1,3,"['rinse(hand)', 'pick-up(sponge)', 'rinse(sponge)']"
P22_17,object_transfer,19,21,"['pick-up(spoon)', 'lather(spoon)', 'put-down(spoon)']"
P22_17,object_transfer,71,73,"['pick-up(pan)', 'put-down(pan)', 'turn-on(tap)']"
P22_17,washing,117,119,"['rinse(pan)', 'rinse(pan)', 'turn-off(tap)']"
P22_17,washing,122,124,"['turn-on(tap)', 'rinse(pan)', 'turn-off(tap)']"
P22_17,washing,127,129,"['turn-on(tap)', 'rinse(hand)', 'turn-off(tap)']"
P22_17,washing,128,130,"['rinse(hand)', 'turn-off(tap)', 'shake(hand)']"
P22_17,drying,129,131,"['turn-off(tap)', 'shake(hand)', 'dry(hand)']"
P22_17,washing,151,153,"['pick-up(plate)', 'turn-on(tap)', 'rinse(plate)']"
P22_17,washing,152,154,"['turn-on(tap)', 'rinse(plate)', 'turn-off(tap)']"
P22_17,washing,153,155,"['rinse(plate)', 'turn-off(tap)', 'lather(plate)']"
P22_17,object_transfer,154,156,"['turn-off(tap)', 'lather(plate)', 'put-down(plate)']"
P22_17,object_transfer,155,157,"['lather(plate)', 'put-down(plate)', 'pick-up(plate)']"
P22_17,object_transfer,156,158,"['put-down(plate)', 'pick-up(plate)', 'lather(plate)']"
P22_17,object_transfer,157,159,"['pick-up(plate)', 'lather(plate)', 'put-down(plate)']"
P22_17,object_transfer,158,160,"['lather(plate)', 'put-down(plate)', 'pick-up(plate)']"
P22_17,object_transfer,159,161,"['put-down(plate)', 'pick-up(plate)', 'put-down(plate)']"
P22_17,object_transfer,162,164,"['pick-up(fork)', 'lather(fork)', 'put-down(fork)']"
P22_17,object_transfer,168,170,"['pick-up(knife)', 'lather(knife)', 'put-down(knife)']"
P22_17,object_transfer,170,172,"['put-down(knife)', 'pick-up(knife)', 'lather(knife)']"
P22_17,object_transfer,171,173,"['pick-up(knife)', 'lather(knife)', 'put-down(knife)']"
P22_17,washing,179,181,"['rinse(plate)', 'put-down(plate)', 'rinse(plate)']"
P22_17,washing,180,182,"['put-down(plate)', 'rinse(plate)', 'put-down(plate)']"
P22_17,washing,274,276,"['turn-on(tap)', 'rinse(hand)', 'turn-off(tap)']"
P22_17,washing,299,301,"['rinse(glass)', 'put-down(glass)', 'pick-up(glass)']"
P22_17,washing,303,305,"['rinse(glass)', 'put-down(glass)', 'pick-up(glass)']"
P22_17,object_transfer,315,317,"['pick-up(plate)', 'pick-up(plate)', 'put-down(plate)']"
P22_17,washing,326,328,"['close(can:trash)', 'turn-on(tap)', 'rinse(hand)']"
P22_17,washing,327,329,"['turn-on(tap)', 'rinse(hand)', 'turn-off(tap)']"
P22_17,washing,328,330,"['rinse(hand)', 'turn-off(tap)', 'shake(hand)']"
P22_17,drying,329,331,"['turn-off(tap)', 'shake(hand)', 'dry(hand)']"
P22_17,drying,330,332,"['shake(hand)', 'dry(hand)', 'put-down(cloth)']"
P22_17,washing,334,336,"['pick-up(cloth)', 'turn-on(tap)', 'rinse(cloth)']"
P22_17,drying,397,399,"['shake(hand)', 'pick-up(cloth)', 'dry(hand)']"
P22_17,drying,398,400,"['pick-up(cloth)', 'dry(hand)', 'put-down(cloth)']"
P22_17,drying,466,468,"['pick-up(knife)', 'dry(knife)', 'put-down(knife)']"
P22_17,drying,475,477,"['pick-up(knife)', 'dry(knife)', 'put-down(knife)']"
P22_17,drying,478,480,"['pick-up(knife)', 'dry(knife)', 'put-down(knife)']"
P22_17,cutting,501,503,"['open(drawer)', 'put-down(board:cutting)', 'close(drawer)']"
P22_17,cleaning,515,517,"['spray(detergent)', 'clean(table)', 'spray(detergent)']"
P22_17,cleaning,519,521,"['clean(table)', 'spray(detergent)', 'clean(table)']"
P22_17,washing,530,532,"['turn-on(tap)', 'rinse(cloth)', 'turn-off(tap)']"
P22_17,washing,531,533,"['rinse(cloth)', 'turn-off(tap)', 'wash(sink)']"
P23_02,washing,29,31,"['turn-on(tap)', 'wash(hand)', 'turn-off(tap)']"
P23_02,washing,136,138,"['turn-on(tap)', 'wash(hand)', 'turn-off(tap)']"
P23_02,washing,152,154,"['turn-on(tap)', 'wash(hand)', 'turn-off(tap)']"
P23_02,washing,159,161,"['turn-on(tap)', 'wash(hand)', 'turn-off(tap)']"
P23_03,washing,27,29,"['turn-on(tap)', 'wash(hand)', 'turn-off(tap)']"
